D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_299.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_299.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_299.jpg, 0, 0, 0, 8.198372E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_404.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_404.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_404.jpg, 0, 0, 0, 8.415038E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_509.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_509.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_509.jpg, 0, 0, 0, 7.98011E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_612.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_612.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_612.jpg, 0, 0, 0, 8.174961E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_715.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_715.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_715.jpg, 0, 0, 0, 8.06817E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_815.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_815.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_815.jpg, 0, 0, 0, 7.887062E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_46_918.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_46_918.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_46_918.jpg, 0, 0, 0, 7.964564E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_024.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_024.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_024.jpg, 0, 0, 0, 7.891157E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_124.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_124.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_124.jpg, 0, 0, 0, 7.817458E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_231.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_231.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_231.jpg, 0, 0, 0, 7.813378E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_338.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_338.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_338.jpg, 0, 0, 0, 7.813385E-05
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_444.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_444.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_444.jpg, 0, 0.02022, 0, 0.00869634
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_546.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_546.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_546.jpg, 0, 0.306249, 0, 0.2177676
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_647.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_647.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_647.jpg, -0.1223406, 0.6095131, 0, 0.8154816
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_753.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_753.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_753.jpg, -0.4249479, 0.9121203, 0, 1.729563
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_859.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_859.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_859.jpg, -0.7815683, 1, 0, 3.097743
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_47_963.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_47_963.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_47_963.jpg, -0.472142, 1, 0, 4.26922
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_48_069.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_48_069.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_48_069.jpg, -0.1756535, 1, 0, 5.437436
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_48_170.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_48_170.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_48_170.jpg, 0, 1, 0, 6.583895
D:\Facultate\Licenta\Proiect\Data\IMG\center_2024_06_20_21_43_48_274.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\left_2024_06_20_21_43_48_274.jpg, D:\Facultate\Licenta\Proiect\Data\IMG\right_2024_06_20_21_43_48_274.jpg, -0.312729, 1, 0, 7.705332
